ID,NADAWCA_ID
1,1
2,1
3,2
4,2
5,2
6,2
7,3
8,3
9,3
10,4
11,4
12,5
13,6
14,7
15,8
16,8
17,8
18,9
19,10
20,11
21,12
22,13
23,14
24,15
25,16
26,16
27,16
28,16
29,17
30,17
31,18
32,19
33,20
34,21
35,21
36,22
37,22
38,22
39,23
40,24
41,24
42,24
43,24
44,25
45,26
46,26
47,26
48,27
49,28
50,28
51,29
52,30
53,31
54,31
55,31
56,31
57,32
58,33
59,34
60,35
61,35
62,35
63,35
64,36
65,37
66,38
67,38
68,39
69,39
70,40
71,41
72,42
73,43
74,43
75,43
76,43
77,44
78,44
79,44
80,45
81,45
82,45
83,45
84,46
85,46
86,46
87,47
88,48
89,48
90,48
91,48
92,49
93,49
94,49
95,49
96,50
97,51
98,52
99,53
100,54
101,55
102,56
103,57
104,58
105,59
106,60
107,61
108,62
109,62
110,63
111,64
112,65
113,66
114,67
115,68
116,69
117,70
118,71
119,71
120,72
121,73
122,74
123,74
124,74
125,75
126,75
127,75
128,75
129,76
130,77
131,77
132,77
133,78
134,78
135,78
136,79
137,79
138,79
139,80
140,80
141,80
142,80
143,81
144,82
145,83
146,83
147,84
148,85
149,86
150,87
151,87
152,88
153,88
154,88
155,89
156,90
157,90
158,90
159,90
160,91
161,92
162,92
163,92
164,93
165,93
166,93
167,93
168,94
169,94
170,94
171,95
172,96
173,97
174,97
175,97
176,97
177,98
178,98
179,98
180,98
181,99
182,99
183,100
184,101
185,102
186,103
187,104
188,105
189,105
190,105
191,106
192,107
193,108
194,108
195,108
196,109
197,110
198,110
199,110
200,111
201,112
202,113
203,113
204,113
205,114
206,115
207,116
208,117
209,118
210,119
211,120
212,121
213,122
214,123
215,123
216,123
217,124
218,124
219,124
220,124
221,125
222,125
223,125
224,126
225,126
226,126
227,127
228,128
229,129
230,130
231,130
232,130
233,130
234,131
235,132
236,133
237,133
238,133
239,134
240,134
241,135
242,136
243,137
244,137
245,138
246,138
247,138
248,138
249,139
250,139
251,139
252,139
253,140
254,141
255,142
256,142
257,142
258,143
259,143
260,143
261,144
262,144
263,145
264,145
265,145
266,145
267,146
268,147
269,147
270,147
271,147
272,148
273,149
274,150
275,151
276,151
277,151
278,152
279,153
280,154
281,155
282,156
283,157
284,158
285,159
286,160
287,160
288,161
289,161
290,162
291,163
292,163
293,163
294,164
295,164
296,165
297,166
298,166
299,166
300,166
301,167
302,168
303,168
304,169
305,169
306,169
307,169
308,170
309,170
310,170
311,171
312,172
313,173
314,173
315,173
316,173
317,174
318,174
319,175
320,175
321,175
322,176
323,177
324,178
325,178
326,178
327,179
328,180
329,181
330,182
331,183
332,184
333,185
334,185
335,186
336,186
337,186
338,187
339,188
340,189
341,190
342,190
343,190
344,191
345,192
346,193
347,194
348,195
349,196
350,196
351,196
352,196
353,197
354,198
355,199
356,200
357,201
358,202
359,202
360,202
361,202
362,203
363,204
364,205
365,206
366,206
367,207
368,208
369,209
370,210
371,210
372,210
373,210
374,211
375,211
376,211
377,212
378,213
379,213
380,213
381,213
382,214
383,215
384,215
385,215
386,215
387,216
388,216
389,216
390,216
391,217
392,218
393,219
394,219
395,219
396,220
397,221
398,222
399,223
400,224
401,224
402,224
403,225
404,225
405,225
406,226
407,227
408,227
409,228
410,228
411,228
412,229
413,229
414,229
415,229
416,230
417,230
418,230
419,231
420,231
421,232
422,233
423,233
424,233
425,233
426,234
427,234
428,235
429,236
430,237
431,238
432,239
433,240
434,241
435,241
436,242
437,242
438,242
439,243
440,243
441,244
442,245
443,246
444,246
445,246
446,247
447,247
448,247
449,247
450,248
451,249
452,250
453,251
454,252
455,253
456,254
457,255
458,256
459,257
460,258
461,258
462,259
463,259
464,259
465,260
466,261
467,261
468,261
469,262
470,263
471,264
472,265
473,265
474,266
475,266
476,266
477,266
478,267
479,268
480,268
481,268
482,268
483,269
484,270
485,271
486,271
487,271
488,271
489,272
490,273
491,274
492,275
493,276
494,277
495,277
496,278
497,278
498,278
499,279
500,280
501,280
502,280
503,280
504,281
505,282
506,283
507,284
508,284
509,284
510,285
511,286
512,287
513,287
514,287
515,288
516,289
517,290
518,291
519,292
520,292
521,293
522,294
523,295
524,295
525,295
526,296
527,297
528,298
529,298
530,298
531,298
532,299
533,300
534,300
535,300
536,300
537,301
538,302
539,303
540,304
541,305
542,305
543,305
544,306
545,306
546,306
547,307
548,307
549,307
550,307
551,308
552,308
553,308
554,308
555,309
556,310
557,311
558,312
559,313
560,313
561,314
562,314
563,315
564,316
565,316
566,316
567,317
568,318
569,319
570,320
571,321
572,321
573,322
574,322
575,323
576,323
577,324
578,325
579,326
580,327
581,327
582,327
583,328
584,328
585,328
586,329
587,330
588,331
589,331
590,331
591,332
592,333
593,334
594,334
595,335
596,335
597,336
598,337
599,338
600,339
