ID,FAKTURA_ID,CZY_ZAPLACONO,DATA_ZAPLATY,TYP_PLATNOSCI
1,1,1,2021-09-09,przelew
2,2,1,2021-01-15,przelew
3,3,1,2021-03-20,przelew
4,4,1,2021-10-30,przelew
5,5,1,2021-08-06,przelew
6,6,1,2021-04-21,przelew
7,7,1,2021-08-16,przelew
8,8,1,2021-06-07,gotówka
9,9,1,2021-02-08,gotówka
10,10,1,2021-02-27,gotówka
11,11,1,2021-09-18,przelew
12,12,1,2021-04-13,przelew
13,13,1,2021-03-24,gotówka
14,14,1,2021-07-24,gotówka
15,15,1,2021-02-20,przelew
16,16,1,2021-08-25,przelew
17,17,1,2021-06-27,gotówka
18,18,1,2021-04-15,gotówka
19,19,1,2021-04-09,gotówka
20,20,1,2021-10-24,gotówka
21,21,1,2021-03-02,przelew
22,22,1,2021-10-01,gotówka
23,23,1,2021-01-04,przelew
24,24,1,2021-03-07,przelew
25,25,1,2021-09-20,przelew
26,26,1,2021-01-08,przelew
27,27,1,2021-02-28,gotówka
28,28,1,2021-06-11,przelew
29,29,1,2021-05-25,gotówka
30,30,1,2021-04-15,gotówka
31,31,1,2021-06-15,przelew
32,32,1,2021-08-07,gotówka
33,33,1,2021-04-30,gotówka
34,34,1,2021-06-13,przelew
35,35,1,2021-08-24,gotówka
36,36,1,2021-02-23,gotówka
37,37,1,2021-04-16,przelew
38,38,1,2021-08-14,gotówka
39,39,1,2021-09-16,przelew
40,40,1,2021-07-17,przelew
41,41,1,2021-08-22,przelew
42,42,1,2021-09-06,przelew
43,43,1,2021-02-18,przelew
44,44,1,2021-01-27,gotówka
45,45,0,NULL,gotówka
46,46,1,2021-09-04,gotówka
47,47,1,2021-08-20,przelew
48,48,1,2021-10-09,gotówka
49,49,1,2021-04-16,przelew
50,50,1,2021-05-27,przelew
51,51,1,2021-03-23,przelew
52,52,1,2021-08-23,gotówka
53,53,1,2021-08-27,przelew
54,54,1,2021-01-27,przelew
55,55,1,2021-05-01,gotówka
56,56,1,2021-10-09,przelew
57,57,1,2021-02-28,przelew
58,58,1,2021-06-07,przelew
59,59,1,2021-01-13,przelew
60,60,1,2021-02-08,przelew
61,61,1,2021-08-02,przelew
62,62,1,2021-05-09,gotówka
63,63,1,2021-01-19,przelew
64,64,1,2021-08-19,przelew
65,65,1,2021-10-23,gotówka
66,66,1,2021-04-07,przelew
67,67,1,2021-05-12,przelew
68,68,1,2021-09-23,przelew
69,69,1,2021-09-25,przelew
70,70,1,2021-05-28,przelew
71,71,1,2021-07-17,przelew
72,72,0,NULL,przelew
73,73,1,2021-08-13,przelew
74,74,1,2021-09-30,przelew
75,75,1,2021-06-27,przelew
76,76,1,2021-08-06,gotówka
77,77,1,2021-09-20,przelew
78,78,1,2021-03-14,gotówka
79,79,1,2021-08-31,gotówka
80,80,1,2021-07-16,przelew
81,81,1,2021-10-27,przelew
82,82,1,2021-08-24,przelew
83,83,1,2021-09-21,przelew
84,84,1,2021-03-04,przelew
85,85,1,2021-09-16,przelew
86,86,1,2021-09-19,przelew
87,87,1,2021-08-13,przelew
88,88,1,2021-04-07,przelew
89,89,1,2021-06-10,przelew
90,90,1,2021-09-06,gotówka
91,91,1,2021-04-25,przelew
92,92,1,2021-10-13,przelew
93,93,1,2021-07-09,przelew
94,94,1,2021-04-02,przelew
95,95,1,2021-04-26,przelew
96,96,1,2021-05-30,gotówka
97,97,1,2021-07-16,gotówka
98,98,1,2021-04-23,gotówka
99,99,1,2021-04-30,gotówka
100,100,1,2021-08-28,przelew
101,101,1,2021-07-04,przelew
102,102,1,2021-10-02,przelew
103,103,1,2021-06-24,przelew
104,104,1,2021-02-18,gotówka
105,105,1,2021-06-22,przelew
106,106,1,2021-07-08,przelew
107,107,1,2021-07-13,przelew
108,108,1,2021-05-31,przelew
109,109,1,2021-05-06,przelew
110,110,1,2021-02-22,przelew
111,111,1,2021-04-11,przelew
112,112,1,2021-06-10,przelew
113,113,1,2021-03-19,gotówka
114,114,1,2021-05-14,przelew
115,115,1,2021-05-13,gotówka
116,116,1,2021-01-14,gotówka
117,117,1,2021-01-08,przelew
118,118,1,2021-02-23,przelew
119,119,1,2021-08-14,gotówka
120,120,1,2021-05-02,przelew
121,121,1,2021-05-15,przelew
122,122,1,2021-07-30,przelew
123,123,1,2021-08-25,przelew
124,124,1,2021-06-11,przelew
125,125,1,2021-03-26,przelew
126,126,1,2021-08-29,przelew
127,127,1,2021-02-23,przelew
128,128,1,2021-02-25,przelew
129,129,1,2021-08-26,gotówka
130,130,0,NULL,przelew
131,131,1,2021-02-27,gotówka
132,132,1,2021-03-08,przelew
133,133,1,2021-04-01,gotówka
134,134,1,2021-04-27,przelew
135,135,1,2021-08-02,przelew
136,136,1,2021-08-24,przelew
137,137,1,2021-06-25,przelew
138,138,1,2021-08-07,gotówka
139,139,1,2021-06-12,przelew
140,140,1,2021-04-18,gotówka
141,141,1,2021-10-04,przelew
142,142,1,2021-08-23,przelew
143,143,1,2021-01-24,przelew
144,144,1,2021-08-02,gotówka
145,145,1,2021-09-09,przelew
146,146,1,2021-07-18,przelew
147,147,1,2021-04-20,przelew
148,148,1,2021-03-27,przelew
149,149,1,2021-02-14,przelew
150,150,1,2021-06-06,przelew
151,151,1,2021-10-25,przelew
152,152,1,2021-06-01,przelew
153,153,1,2021-07-29,przelew
154,154,1,2021-05-26,przelew
155,155,1,2021-05-15,gotówka
156,156,1,2021-04-21,przelew
157,157,1,2021-03-03,przelew
158,158,1,2021-08-25,gotówka
159,159,1,2021-09-02,przelew
160,160,1,2021-04-13,przelew
161,161,1,2021-03-19,przelew
162,162,1,2021-06-15,przelew
163,163,1,2021-10-29,gotówka
164,164,1,2021-09-19,gotówka
165,165,1,2021-01-07,przelew
